# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Thu Jun 26 09:50:46 2025
#
# User preference: *
#
# CONSTRAINT:  where (hostname like '%kep%'
# CONSTRAINT:  and default_flag > 0)
#
# COLUMN pl_name:        Planet Name
# COLUMN hostname:       Host Name
# COLUMN default_flag:   Default Parameter Set
# COLUMN sy_snum:        Number of Stars
# COLUMN sy_pnum:        Number of Planets
# COLUMN discoverymethod: Discovery Method
# COLUMN disc_year:      Discovery Year
# COLUMN disc_facility:  Discovery Facility
# COLUMN soltype:        Solution Type
# COLUMN pl_controv_flag: Controversial Flag
# COLUMN pl_refname:     Planetary Parameter Reference
# COLUMN pl_orbper:      Orbital Period [days]
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days]
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days]
# COLUMN pl_orbperlim:   Orbital Period Limit Flag
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [au]
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [au]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [au]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_rade:        Planet Radius [Earth Radius]
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth Radius]
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth Radius]
# COLUMN pl_radelim:     Planet Radius Limit Flag
# COLUMN pl_radj:        Planet Radius [Jupiter Radius]
# COLUMN pl_radjerr1:    Planet Radius Upper Unc. [Jupiter Radius]
# COLUMN pl_radjerr2:    Planet Radius Lower Unc. [Jupiter Radius]
# COLUMN pl_radjlim:     Planet Radius Limit Flag
# COLUMN pl_masse:       Planet Mass [Earth Mass]
# COLUMN pl_bmasse:      Planet Mass or Mass*sin(i) [Earth Mass]
# COLUMN pl_bmasseerr1:  Planet Mass or Mass*sin(i) [Earth Mass] Upper Unc.
# COLUMN pl_bmasseerr2:  Planet Mass or Mass*sin(i) [Earth Mass] Lower Unc.
# COLUMN pl_bmasselim:   Planet Mass or Mass*sin(i) [Earth Mass] Limit Flag
# COLUMN pl_bmassj:      Planet Mass or Mass*sin(i) [Jupiter Mass]
# COLUMN pl_bmassjerr1:  Planet Mass or Mass*sin(i) [Jupiter Mass] Upper Unc.
# COLUMN pl_bmassjerr2:  Planet Mass or Mass*sin(i) [Jupiter Mass] Lower Unc.
# COLUMN pl_bmassjlim:   Planet Mass or Mass*sin(i) [Jupiter Mass] Limit Flag
# COLUMN pl_bmassprov:   Planet Mass or Mass*sin(i) Provenance
# COLUMN pl_orbeccen:    Eccentricity
# COLUMN pl_orbeccenerr1: Eccentricity Upper Unc.
# COLUMN pl_orbeccenerr2: Eccentricity Lower Unc.
# COLUMN pl_orbeccenlim: Eccentricity Limit Flag
# COLUMN pl_insol:       Insolation Flux [Earth Flux]
# COLUMN pl_insolerr1:   Insolation Flux Upper Unc. [Earth Flux]
# COLUMN pl_insolerr2:   Insolation Flux Lower Unc. [Earth Flux]
# COLUMN pl_insollim:    Insolation Flux Limit Flag
# COLUMN pl_eqt:         Equilibrium Temperature [K]
# COLUMN pl_eqterr1:     Equilibrium Temperature Upper Unc. [K]
# COLUMN pl_eqterr2:     Equilibrium Temperature Lower Unc. [K]
# COLUMN pl_eqtlim:      Equilibrium Temperature Limit Flag
# COLUMN ttv_flag:       Data show Transit Timing Variations
# COLUMN st_refname:     Stellar Parameter Reference
# COLUMN st_spectype:    Spectral Type
# COLUMN st_teff:        Stellar Effective Temperature [K]
# COLUMN st_tefferr1:    Stellar Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Stellar Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Stellar Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar Radius]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar Radius]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar Radius]
# COLUMN st_radlim:      Stellar Radius Limit Flag
# COLUMN st_mass:        Stellar Mass [Solar mass]
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass]
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass]
# COLUMN st_masslim:     Stellar Mass Limit Flag
# COLUMN st_met:         Stellar Metallicity [dex]
# COLUMN st_meterr1:     Stellar Metallicity Upper Unc. [dex]
# COLUMN st_meterr2:     Stellar Metallicity Lower Unc. [dex]
# COLUMN st_metlim:      Stellar Metallicity Limit Flag
# COLUMN st_metratio:    Stellar Metallicity Ratio
# COLUMN st_logg:        Stellar Surface Gravity [log10(cm/s**2)]
# COLUMN st_loggerr1:    Stellar Surface Gravity Upper Unc. [log10(cm/s**2)]
# COLUMN st_loggerr2:    Stellar Surface Gravity Lower Unc. [log10(cm/s**2)]
# COLUMN st_logglim:     Stellar Surface Gravity Limit Flag
# COLUMN sy_refname:     System Parameter Reference
# COLUMN rastr:          RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN decstr:         Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN sy_dist:        Distance [pc]
# COLUMN sy_disterr1:    Distance [pc] Upper Unc
# COLUMN sy_disterr2:    Distance [pc] Lower Unc
# COLUMN sy_vmag:        V (Johnson) Magnitude
# COLUMN sy_vmagerr1:    V (Johnson) Magnitude Upper Unc
# COLUMN sy_vmagerr2:    V (Johnson) Magnitude Lower Unc
# COLUMN sy_kmag:        Ks (2MASS) Magnitude
# COLUMN sy_kmagerr1:    Ks (2MASS) Magnitude Upper Unc
# COLUMN sy_kmagerr2:    Ks (2MASS) Magnitude Lower Unc
# COLUMN sy_gaiamag:     Gaia Magnitude
# COLUMN sy_gaiamagerr1: Gaia Magnitude Upper Unc
# COLUMN sy_gaiamagerr2: Gaia Magnitude Lower Unc
# COLUMN rowupdate:      Date of Last Update
# COLUMN pl_pubdate:     Planetary Parameter Reference Publication Date
# COLUMN releasedate:    Release Date
#
pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_masse,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
Kepler-140 b,Kepler-140,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.25427000000,0.00000800000,-0.00000800000,0,0.0450000000,,,0,1.61000000,0.31000000,-0.31000000,0,0.14400000,0.02800000,-0.02800000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6077.00,136.00,-136.00,0,1.288000,0.244000,-0.244000,0,,,,,,,,,,4.272000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,583.85900000,7.09700000,-6.93100000,13.0180000,0.0690000,-0.0690000,11.7090000,0.0160000,-0.0160000,12.9412000,0.0002650,-0.0002650,2014-05-14,2014-03,2014-05-14
Kepler-140 c,Kepler-140,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,91.35328200000,0.00137000000,-0.00137000000,0,0.4140000000,,,0,1.80000000,0.35000000,-0.35000000,0,0.16100000,0.03100000,-0.03100000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,6077.00,136.00,-136.00,0,1.288000,0.244000,-0.244000,0,,,,,,,,,,4.272000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m28.66s,287.3694056,+46d46m05.33s,46.7681473,583.85900000,7.09700000,-6.93100000,13.0180000,0.0690000,-0.0690000,11.7090000,0.0160000,-0.0160000,12.9412000,0.0002650,-0.0002650,2014-05-14,2014-03,2014-05-14
Kepler-1400 b,Kepler-1400,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,9.06689421000,0.00006982000,-0.00006982000,0,,,,,1.62000000,0.11000000,-0.11000000,0,0.14452672,0.00981354,-0.00981354,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5044.00,43.82,-45.77,0,0.780000,0.037000,-0.028000,0,0.830000,0.030000,-0.037000,0,0.0400,0.1470,-0.1430,0,[Fe/H],4.580000,0.022000,-0.049000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m05.20s,286.2716827,+45d26m26.90s,45.4408055,752.23700000,17.63500000,-16.85800000,16.0670000,0.1600000,-0.1600000,13.7680000,0.0480000,-0.0480000,15.7129000,0.0005230,-0.0005230,2016-05-06,2016-05,2016-05-10
Kepler-1401 b,Kepler-1401,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.20066445000,0.00008804000,-0.00008804000,0,,,,,1.68000000,0.37000000,-0.18000000,0,0.14987956,0.03300919,-0.01605852,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5964.00,104.96,-124.67,0,1.100000,0.234000,-0.116000,0,1.070000,0.072000,-0.064000,0,0.0400,0.1440,-0.1580,0,[Fe/H],4.390000,0.078000,-0.157000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h09m51.85s,287.4660334,+40d45m30.31s,40.7584200,1425.43000000,,,15.2240000,0.1720000,-0.1720000,13.5390000,0.0380000,-0.0380000,14.9721000,0.0015300,-0.0015300,2016-05-06,2016-05,2016-05-10
Kepler-1402 b,Kepler-1402,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.03387914000,0.00001415000,-0.00001415000,0,,,,,0.76000000,0.08000000,-0.07000000,0,0.06780266,0.00713712,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5416.00,64.99,-74.47,0,0.870000,0.084000,-0.048000,0,0.900000,0.040000,-0.043000,0,0.0300,0.1420,-0.1530,0,[Fe/H],4.530000,0.037000,-0.094000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h27m23.48s,291.8478341,+48d58m05.40s,48.9681664,1493.64000000,40.34000000,-38.31000000,14.7800000,0.0800000,-0.0800000,12.8620000,0.0290000,-0.0290000,14.6083000,0.0002680,-0.0002680,2016-05-06,2016-05,2016-05-10
Kepler-1403 b,Kepler-1403,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,5.19492202000,0.00002801000,-0.00002801000,0,,,,,2.14000000,0.54000000,-0.26000000,0,0.19091801,0.04817557,-0.02319565,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6060.00,144.25,-145.90,0,1.150000,0.288000,-0.133000,0,1.110000,0.098000,-0.070000,0,0.0300,0.1370,-0.1630,0,[Fe/H],4.360000,0.088000,-0.162000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h23m28.23s,290.8676391,+38d57m36.28s,38.9600779,2163.90000000,158.67000000,-138.78000000,15.7130000,0.1150000,-0.1150000,14.2010000,0.0550000,-0.0550000,15.5907000,0.0005470,-0.0005470,2016-05-06,2016-05,2016-05-10
Kepler-1404 b,Kepler-1404,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,15.93147390000,0.00011330000,-0.00011330000,0,,,,,2.01000000,0.14000000,-0.21000000,0,0.17932019,0.01248996,-0.01873495,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5261.00,99.17,-104.59,0,0.800000,0.054000,-0.054000,0,0.840000,0.046000,-0.052000,0,-0.0900,0.1610,-0.1870,0,[Fe/H],4.560000,0.038000,-0.065000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h44m02.28s,296.0094827,+50d29m54.21s,50.4983929,962.18300000,42.46700000,-39.08200000,15.9310000,0.1260000,-0.1260000,13.7560000,0.0540000,-0.0540000,15.7029000,0.0006370,-0.0006370,2016-05-06,2016-05,2016-05-10
Kepler-1405 b,Kepler-1405,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,28.22741840000,0.00013920000,-0.00013920000,0,,,,,3.96000000,0.88000000,-0.45000000,0,0.35328754,0.07850834,-0.04014631,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5925.00,156.83,-211.16,0,1.070000,0.234000,-0.120000,0,1.050000,0.080000,-0.077000,0,0.0300,0.1390,-0.1460,0,[Fe/H],4.400000,0.081000,-0.156000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h42m44.37s,295.6848822,+39d15m22.06s,39.2561274,1530.30000000,87.70000000,-78.83000000,16.0280000,0.4350000,-0.4350000,14.2370000,0.0720000,-0.0720000,15.8175000,0.0006640,-0.0006640,2016-05-06,2016-05,2016-05-10
Kepler-1406 b,Kepler-1406,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,11.62905828000,0.00006904000,-0.00006904000,0,,,,,1.10000000,0.18000000,-0.13000000,0,0.09813543,0.01605852,-0.01159782,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5892.00,61.02,-55.69,0,1.120000,0.177000,-0.110000,0,1.050000,0.038000,-0.038000,0,0.0400,0.0950,-0.0830,0,[Fe/H],4.360000,0.094000,-0.114000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m19.65s,292.0818824,+38d54m53.81s,38.9149472,572.40300000,,,13.3900000,0.1140000,-0.1140000,11.8800000,0.0210000,-0.0210000,13.3819000,0.0034140,-0.0034140,2016-05-06,2016-05,2016-05-10
Kepler-1407 b,Kepler-1407,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,20.07115040000,0.00054530000,-0.00054530000,0,,,,,2.25000000,0.53000000,-0.32000000,0,0.20073156,0.04728343,-0.02854849,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6010.00,158.66,-154.68,0,1.150000,0.268000,-0.138000,0,1.100000,0.103000,-0.076000,0,0.0500,0.1420,-0.1420,0,[Fe/H],4.360000,0.090000,-0.157000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h55m46.18s,283.9424274,+41d28m17.59s,41.4715535,1396.41000000,50.87000000,-47.47000000,15.0230000,0.1030000,-0.1030000,13.4890000,0.0380000,-0.0380000,14.8925000,0.0003680,-0.0003680,2016-05-06,2016-05,2016-05-10
Kepler-1408 b,Kepler-1408,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,2.99793191000,0.00002517000,-0.00002517000,0,,,,,0.89000000,68.91000000,-0.15000000,0,0.07940048,6.14773842,-0.01338210,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,6170.00,99.15,-2360.24,0,1.350000,104.528000,-0.227000,0,1.210000,1.003000,-0.099000,0,0.0000,0.1470,-0.2190,0,[Fe/H],4.250000,0.142000,-3.510000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h50m47.97s,282.6998783,+45d25m32.84s,45.4257884,535.04800000,6.41200000,-6.26500000,12.1240000,0.0570000,-0.0570000,10.6940000,0.0110000,-0.0110000,11.9622000,0.0001800,-0.0001800,2016-05-06,2016-05,2016-05-10
Kepler-1409 b,Kepler-1409,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,0.76486492600,0.00000240500,-0.00000240500,0,,,,,1.04000000,0.08000000,-0.07000000,0,0.09278259,0.00713712,-0.00624498,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5160.00,76.61,-73.84,0,0.790000,0.041000,-0.038000,0,0.830000,0.038000,-0.045000,0,-0.0300,0.1470,-0.1550,0,[Fe/H],4.570000,0.028000,-0.056000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h20m20.34s,290.0847389,+51d12m31.01s,51.2086144,694.89000000,9.80350000,-9.80350000,15.3910000,0.0460000,-0.0460000,13.2480000,0.0340000,-0.0340000,15.1720000,0.0005450,-0.0005450,2016-05-06,2016-05,2016-05-10
Kepler-141 b,Kepler-141,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,3.10767500000,0.00002200000,-0.00002200000,0,0.0390000000,,,0,0.69000000,0.05000000,-0.05000000,0,0.06200000,0.00400000,-0.00400000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4910.00,100.00,-100.00,0,0.787000,0.044000,-0.044000,0,,,,,,,,,,4.566000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m52.97s,297.9707271,+47d43m53.77s,47.7316041,301.18300000,1.30900000,-1.29800000,13.6240000,0.0920000,-0.0920000,11.3930000,0.0170000,-0.0170000,13.4205000,0.0002380,-0.0002380,2014-05-14,2014-03,2014-05-14
Kepler-141 c,Kepler-141,1,1,2,Transit,2014,Kepler,Published Confirmed,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,7.01060600000,0.00002000000,-0.00002000000,0,0.0670000000,,,0,1.41000000,0.09000000,-0.09000000,0,0.12600000,0.00800000,-0.00800000,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=ROWE_ET_AL__2014 href=https://ui.adsabs.harvard.edu/abs/2014ApJ...784...45R/abstract target=ref> Rowe et al. 2014</a>,,4910.00,100.00,-100.00,0,0.787000,0.044000,-0.044000,0,,,,,,,,,,4.566000,0.150000,-0.150000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h51m52.97s,297.9707271,+47d43m53.77s,47.7316041,301.18300000,1.30900000,-1.29800000,13.6240000,0.0920000,-0.0920000,11.3930000,0.0170000,-0.0170000,13.4205000,0.0002380,-0.0002380,2014-05-14,2014-03,2014-05-14
Kepler-1410 b,Kepler-1410,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,60.86616800000,0.00051610000,-0.00051610000,0,,,,,1.78000000,0.12000000,-0.14000000,0,0.15880096,0.01070568,-0.01248996,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,4092.00,100.24,-77.85,0,0.600000,0.031000,-0.035000,0,0.630000,0.036000,-0.039000,0,0.0100,0.1520,-0.1520,0,[Fe/H],4.670000,0.026000,-0.023000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h22m02.47s,290.5102933,+38d44m36.60s,38.7435010,,,,16.3190000,0.1150000,-0.1150000,12.7670000,0.0370000,-0.0370000,15.9484000,0.0109150,-0.0109150,2016-05-06,2016-05,2016-05-10
Kepler-1411 b,Kepler-1411,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,86.11508880000,0.00097280000,-0.00097280000,0,,,,,2.82000000,0.43000000,-0.24000000,0,0.25158355,0.03836203,-0.02141137,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5664.00,67.78,-68.48,0,0.920000,0.132000,-0.070000,0,0.950000,0.048000,-0.057000,0,-0.0400,0.1440,-0.1990,0,[Fe/H],4.490000,0.052000,-0.122000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h05m26.77s,286.3615236,+42d57m50.00s,42.9638889,1660.48000000,94.30000000,-84.85000000,15.9450000,0.1380000,-0.1380000,14.2370000,0.0720000,-0.0720000,15.7709000,0.0005120,-0.0005120,2016-05-06,2016-05,2016-05-10
Kepler-1412 b,Kepler-1412,1,1,1,Transit,2016,Kepler,Published Confirmed,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,3.61460510000,0.00002139000,-0.00002139000,0,,,,,0.83000000,0.15000000,-0.13000000,0,0.07404764,0.01338210,-0.01159782,0,,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=MORTON_ET_AL__2016 href=https://ui.adsabs.harvard.edu/abs/2016ApJ...822...86M/abstract target=ref>Morton et al. 2016</a>,,5880.00,80.65,-68.91,0,1.270000,0.228000,-0.184000,0,1.060000,0.052000,-0.045000,0,0.0400,0.0860,-0.0890,0,[Fe/H],4.250000,0.126000,-0.126000,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,19h28m43.24s,292.1801539,+49d12m08.93s,49.2024810,755.67800000,8.86100000,-8.66200000,13.3470000,0.1030000,-0.1030000,11.7740000,0.0200000,-0.0200000,13.1928000,0.0002740,-0.0002740,2016-05-06,2016-05,2016-05-10
